Index,Well,Primer,Project,Extract_ID,ReadFile,Sample_type,TrawlID,RunID,LibraryPrepLab,Platemap_link,PCR_link
213,B5,MiFish12S,Trawl,HR1 FL18,EG534,Top_metaprobe,FL23018,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
214,C5,MiFish12S,Trawl,C1 FL18,EG535,Bottom_metaprobe,FL23018,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
215,D5,MiFish12S,Trawl,BN1 FL18,EG536,Bottom_metaprobe,FL23018,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
216,E5,MiFish12S,Trawl,SFL 18,EG537,Slush,FL23018,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
217,F5,MiFish12S,Trawl,TN2 FL19,EG538,Top_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
218,G5,MiFish12S,Trawl,TN3 FL19,EG539,Top_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
219,H5,MiFish12S,Trawl,BN1 FL19,EG540,Bottom_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
220,A6,MiFish12S,Trawl,BN2 FL19,EG541,Bottom_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
221,B6,MiFish12S,Trawl,BN3 FL19,EG542,Bottom_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
222,C6,MiFish12S,Trawl,BN3 FL20,EG543,Bottom_metaprobe,FL23020,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
223,D6,MiFish12S,Trawl,SFL 72,EG544,Slush,FL23072,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
224,E6,MiFish12S,Trawl,C1 FL75,EG545,Bottom_metaprobe,FL23075,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
225,F6,MiFish12S,Trawl,C2 FL75,EG546,Bottom_metaprobe,FL23075,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
226,G6,MiFish12S,Trawl,SFL 75,EG547,Slush,FL23075,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
227,H6,MiFish12S,Trawl,Mock,EG548,mock,NA,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
228,A7,MiFish12S,Trawl,NTC,EG549,ntc,NA,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
233,F7,Ceph18S,Trawl,HR3T2,EG554,Top_metaprobe,SP23094,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
234,G7,Ceph18S,Trawl,C2T2,EG555,Bottom_metaprobe,SP23094,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
235,H7,Ceph18S,Trawl,C3T2,EG556,Bottom_metaprobe,SP23094,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
236,A8,Ceph18S,Trawl,HR2 6/1,EG557,Top_metaprobe,SP23096,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
237,B8,Ceph18S,Trawl,HR3 6/1,EG558,Top_metaprobe,SP23096,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
238,C8,Ceph18S,Trawl,C1 6/1,EG559,Bottom_metaprobe,SP23096,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
239,D8,Ceph18S,Trawl,C2 6/1,EG560,Bottom_metaprobe,SP23096,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
240,E8,Ceph18S,Trawl,HR1 FL18,EG561,Top_metaprobe,FL23018,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
241,F8,Ceph18S,Trawl,BN1 FL18,EG562,Bottom_metaprobe,FL23018,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
242,G8,Ceph18S,Trawl,SFL 18,EG563,Slush,FL23018,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
243,H8,Ceph18S,Trawl,TN1 FL19,EG564,Top_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
244,A9,Ceph18S,Trawl,TN2 FL19,EG565,Top_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
245,B9,Ceph18S,Trawl,TN3 FL19,EG566,Top_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
246,C9,Ceph18S,Trawl,BN1 FL19,EG567,Bottom_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
247,D9,Ceph18S,Trawl,BN2 FL19,EG568,Bottom_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
248,E9,Ceph18S,Trawl,BN3 FL19,EG569,Bottom_metaprobe,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
249,F9,Ceph18S,Trawl,SFL 19,EG570,Slush,FL23019,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
250,G9,Ceph18S,Trawl,TN1 FL20,EG571,Top_metaprobe,FL23020,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
251,H9,Ceph18S,Trawl,TN3 FL20,EG572,Top_metaprobe,FL23020,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
252,A10,Ceph18S,Trawl,BN1 FL20,EG573,Bottom_metaprobe,FL23020,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
253,B10,Ceph18S,Trawl,BN3 FL20,EG574,Bottom_metaprobe,FL23020,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
254,C10,Ceph18S,Trawl,C1 FL72,EG575,Bottom_metaprobe,FL23072,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
255,D10,Ceph18S,Trawl,C3 FL72,EG576,Bottom_metaprobe,FL23072,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
256,E10,Ceph18S,Trawl,HR1 FL75,EG577,Top_metaprobe,FL23075,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
257,F10,Ceph18S,Trawl,Ceph Mock,EG578,positive,NA,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
258,G10,Ceph18S,Trawl,NTC,EG579,positive,NA,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
259,H10,Ceph18S,Trawl,C1 FL18,EG580,Bottom_metaprobe,FL23018,EG301-584,URI_Janet Atoyan,https://drive.google.com/drive/folders/1F175Ecf-4i6CodknemB5bkmez83KNK-L?usp=drive_link,
,,Ceph18S,Trawl,HR3 6/1,EG3201,Top_metaprobe,SP23096,EG3201-3396,,,
,,Ceph18S,Trawl,TN1_FL20,EG3202,Top_metaprobe,FL23020,EG3201-3396,,,
,,Ceph18S,Trawl,TN3_FL20,EG3203,Top_metaprobe,FL23020,EG3201-3396,,,
,,Ceph18S,Trawl,BN3_FL20,EG3204,Bottom_metaprobe,FL23020,EG3201-3396,,,
,,Ceph18S,Trawl,C3_FL72,EG3205,Bottom_metaprobe,FL23072,EG3201-3396,,,
,,Ceph18S,Trawl,HR1_FL75,EG3206,Top_metaprobe,FL23075,EG3201-3396,,,
,,Ceph18S,Trawl,HR1_FL72,EG3207,Top_metaprobe,FL23072,EG3201-3396,,,
,,Ceph18S,Trawl,HR2_FL72,EG3208,Top_metaprobe,FL23072,EG3201-3396,,,
,,Ceph18S,Trawl,HR3_FL72,EG3209,Top_metaprobe,FL23072,EG3201-3396,,,
,,Ceph18S,Trawl,TN1,EG3210,Top_metaprobe,SP23018,EG3201-3396,,,
,,Ceph18S,Trawl,BN3T1,EG3211,Bottom_metaprobe,SP23018,EG3201-3396,,,
,,Ceph18S,Trawl,TN3T2,EG3212,Top_metaprobe,SP23019,EG3201-3396,,,
,,Ceph18S,Trawl,TN1T3,EG3213,Top_metaprobe,SP23020,EG3201-3396,,,
,,Ceph18S,Trawl,C1_FL75,EG3214,Bottom_metaprobe,FL23075,EG3201-3396,,,
,,Ceph18S,Trawl,C2_FL75,EG3215,Bottom_metaprobe,FL23075,EG3201-3396,,,
,,Ceph18S,Trawl,HR2 6/1,EG3216,Top_metaprobe,SP23096,EG3201-3396,,,
,,Ceph18S,Trawl,C1 6/1,EG3217,Bottom_metaprobe,SP23096,EG3201-3396,,,
,,Ceph18S,Trawl,BN1_FL20,EG3218,Bottom_metaprobe,FL23020,EG3201-3396,,,
,,Ceph18S,Trawl,TN2,EG3219,Top_metaprobe,SP23018,EG3201-3396,,,
,,Ceph18S,Trawl,TN3,EG3220,Top_metaprobe,SP23018,EG3201-3396,,,
,,Ceph18S,Trawl,BN1_T1,EG3221,Bottom_metaprobe,SP23018,EG3201-3396,,,
,,Ceph18S,Trawl,BN2_T1,EG3222,Bottom_metaprobe,SP23018,EG3201-3396,,,
,,Ceph18S,Trawl,TN1_T2,EG3223,Top_metaprobe,SP23019,EG3201-3396,,,
,,Ceph18S,Trawl,TN2_T2,EG3224,Top_metaprobe,SP23019,EG3201-3396,,,
,,Ceph18S,Trawl,BN1T2,EG3225,Bottom_metaprobe,SP23019,EG3201-3396,,,
,,Ceph18S,Trawl,BN2T2,EG3226,Bottom_metaprobe,SP23019,EG3201-3396,,,
,,Ceph18S,Trawl,BN3T2,EG3227,Bottom_metaprobe,SP23019,EG3201-3396,,,
,,Ceph18S,Trawl,TN2T3,EG3228,Top_metaprobe,SP23020,EG3201-3396,,,
,,Ceph18S,Trawl,TN3T3,EG3229,Top_metaprobe,SP23020,EG3201-3396,,,
,,Ceph18S,Trawl,BN1T3,EG3230,Bottom_metaprobe,SP23020,EG3201-3396,,,
,,Ceph18S,Trawl,BN2T3,EG3231,Bottom_metaprobe,SP23020,EG3201-3396,,,
,,Ceph18S,Trawl,BN3T3,EG3232,Bottom_metaprobe,SP23020,EG3201-3396,,,
,,Ceph18S,Trawl,HR1T1,EG3233,Top_metaprobe,SP23088,EG3201-3396,,,
,,Ceph18S,Trawl,HR1T2,EG3234,Top_metaprobe,SP23094,EG3201-3396,,,
,,Ceph18S,Trawl,HR3T2,EG3235,Top_metaprobe,SP23094,EG3201-3396,,,
,,Ceph18S,Trawl,C1T1,EG3236,Bottom_metaprobe,SP23088,EG3201-3396,,,
,,Ceph18S,Trawl,C2T1,EG3237,Bottom_metaprobe,SP23088,EG3201-3396,,,
,,Ceph18S,Trawl,C3T1,EG3238,Bottom_metaprobe,SP23088,EG3201-3396,,,
,,Ceph18S,Trawl,C3_FL75,EG3239,Bottom_metaprobe,FL23075,EG3201-3396,,,
,,Ceph18S,Trawl,Mock_Iarg,EG3240,positive,NA,EG3201-3396,,,
,,LerayCOI,Trawl,HR1 6/1,EG3335,Top_metaprobe,SP23096,EG3201-3396,,,
,,LerayCOI,Trawl,HR2 6/1,EG3336,Top_metaprobe,SP23096,EG3201-3396,,,
,,LerayCOI,Trawl,HR3 6/1,EG3337,Top_metaprobe,SP23096,EG3201-3396,,,
,,LerayCOI,Trawl,BN1_FL20,EG3338,Bottom_metaprobe,FL23020,EG3201-3396,,,
,,LerayCOI,Trawl,BN2_FL20,EG3339,Bottom_metaprobe,FL23020,EG3201-3396,,,
,,LerayCOI,Trawl,BN3_FL20,EG3340,Bottom_metaprobe,FL23020,EG3201-3396,,,
,,LerayCOI,Trawl,C1_FL72,EG3341,Bottom_metaprobe,FL23072,EG3201-3396,,,
,,LerayCOI,Trawl,C2_FL72,EG3342,Bottom_metaprobe,FL23072,EG3201-3396,,,
,,LerayCOI,Trawl,C3_FL72,EG3343,Bottom_metaprobe,FL23072,EG3201-3396,,,
,,LerayCOI,Trawl,BN3_T1,EG3344,Bottom_metaprobe,SP23018,EG3201-3396,,,
,,LerayCOI,Trawl,TN2T2,EG3345,Top_metaprobe,SP23019,EG3201-3396,,,
,,LerayCOI,Trawl,BN3T2,EG3346,Bottom_metaprobe,SP23019,EG3201-3396,,,
,,LerayCOI,Trawl,TN1T3,EG3347,Top_metaprobe,SP23020,EG3201-3396,,,
,,LerayCOI,Trawl,TN2T3,EG3348,Top_metaprobe,SP23020,EG3201-3396,,,
,,LerayCOI,Trawl,BN1T3,EG3349,Bottom_metaprobe,SP23020,EG3201-3396,,,
,,LerayCOI,Trawl,BN2T3,EG3350,Bottom_metaprobe,SP23020,EG3201-3396,,,
,,LerayCOI,Trawl,BN3T3,EG3351,Bottom_metaprobe,SP23020,EG3201-3396,,,
,,LerayCOI,Trawl,C1_FL18,EG3352,Bottom_metaprobe,FL23018,EG3201-3396,,,
,,LerayCOI,Trawl,BN1_FL18,EG3353,Bottom_metaprobe,FL23018,EG3201-3396,,,
,,LerayCOI,Trawl,SFL18,EG3354,Slush,FL23018,EG3201-3396,,,
,,LerayCOI,Trawl,BN2_FL19,EG3355,Bottom_metaprobe,FL23019,EG3201-3396,,,
,,LerayCOI,Trawl,SFL19,EG3356,Slush,FL23019,EG3201-3396,,,
,,LerayCOI,Trawl,TN3_FL20,EG3357,Top_metaprobe,FL23020,EG3201-3396,,,
,,LerayCOI,Trawl,HR3_FL72,EG3358,Top_metaprobe,FL23072,EG3201-3396,,,
,,LerayCOI,Trawl,SFL72,EG3359,Slush,FL23072,EG3201-3396,,,
,,LerayCOI,Trawl,HR1FL75,EG3360,Top_metaprobe,FL23075,EG3201-3396,,,
,,LerayCOI,Trawl,C3FL75,EG3361,Bottom_metaprobe,FL23075,EG3201-3396,,,
,,LerayCOI,Trawl,SFL75,EG3362,Slush,FL23075,EG3201-3396,,,
,,LerayCOI,Trawl,Mock,EG3363,positive,NA,EG3201-3396,,,
,,LerayCOI,Trawl,NTC,EG3364,negative,NA,EG3201-3396,,,
,,MiFish12S,Trawl,HR3 6/1,EG3241,Top_metaprobe,SP23096,EG3201-3396,,,
,,MiFish12S,Trawl,TN1_FL20,EG3242,Top_metaprobe,FL23020,EG3201-3396,,,
,,MiFish12S,Trawl,TN2_FL20,EG3243,Top_metaprobe,FL23020,EG3201-3396,,,
,,MiFish12S,Trawl,TN3_FL20,EG3244,Top_metaprobe,FL23020,EG3201-3396,,,
,,MiFish12S,Trawl,BN3_FL20,EG3245,Bottom_metaprobe,FL23020,EG3201-3396,,,
,,MiFish12S,Trawl,C1_FL72,EG3246,Bottom_metaprobe,FL23072,EG3201-3396,,,
,,MiFish12S,Trawl,C2_FL72,EG3247,Bottom_metaprobe,FL23072,EG3201-3396,,,
,,MiFish12S,Trawl,C3_FL72,EG3248,Bottom_metaprobe,FL23072,EG3201-3396,,,
,,MiFish12S,Trawl,HR1_FL75,EG3249,Top_metaprobe,FL23075,EG3201-3396,,,
,,MiFish12S,Trawl,HR2_FL75,EG3250,Top_metaprobe,FL23075,EG3201-3396,,,
,,MiFish12S,Trawl,HR3_FL75,EG3251,Top_metaprobe,FL23075,EG3201-3396,,,
,,MiFish12S,Trawl,HR1_FL72,EG3252,Top_metaprobe,FL23072,EG3201-3396,,,
,,MiFish12S,Trawl,HR2_FL72,EG3253,Top_metaprobe,FL23072,EG3201-3396,,,
,,MiFish12S,Trawl,HR3_FL72,EG3254,Top_metaprobe,FL23072,EG3201-3396,,,
,,MiFish12S,Trawl,TN1,EG3255,Top_metaprobe,SP23018,EG3201-3396,,,
,,MiFish12S,Trawl,BN3T1,EG3256,Bottom_metaprobe,SP23018,EG3201-3396,,,
,,MiFish12S,Trawl,TN3T2,EG3257,Top_metaprobe,SP23019,EG3201-3396,,,
,,MiFish12S,Trawl,TN1T3,EG3258,Top_metaprobe,SP23020,EG3201-3396,,,
,,MiFish12S,Trawl,C1_FL75,EG3259,Bottom_metaprobe,FL23075,EG3201-3396,,,
,,MiFish12S,Trawl,C2_FL75,EG3260,Bottom_metaprobe,FL23075,EG3201-3396,,,
,,MiFish12S,Trawl,BN1_FL18,EG3261,Bottom_metaprobe,FL23018,EG3201-3396,,,
,,MiFish12S,Trawl,trawl mock,EG3262,positive,NA,EG3201-3396,,,
,,MiFish12S,Trawl,NTC,EG3263,negative,NA,EG3201-3396,,,
,,MiFish12S,Trawl,NTC,EG3264,negative,NA,EG3201-3396,,,
